timestamp,cause,delay,line,message
2012-05-25 16:37:00,operational problem,6,blue,A Largo Town Center-bound Blue Line train at Rosslyn was delayed 6 minutes due to an operational problem.
2012-05-25 17:02:00,did not operate,6,green,"A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service."
2012-05-25 17:06:00,did not operate,6,green,"A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service."
2012-05-24 07:59:00,door problem,5,green,A Greenbelt-bound Green Line train at Shaw-Howard University was offloaded due to a door problem. Customers experienced a 5-minute delay.
2012-05-24 09:49:00,misc,8,orange,A Vienna-bound Orange Line train at West Falls Church was offloaded due to a mechanical problem. Customers experienced a 8-minute delay.
2012-05-24 12:28:00,track problem,5,green,A Branch Ave-bound Green Line train at Greenbelt was delayed 5 minutes due to a track problem.
2012-05-24 12:30:00,misc,20,green,A Greenbelt-bound Green Line train at College Park-U of MD was offloaded due to a mechanical problem. Customers experienced a 20-minute delay. A gap train was put into service at Georgia Avenue to help mitigate the delay.
2012-05-24 12:46:00,operational problem,6,blue,A Largo Town Center-bound Blue Line train at Metro Center was delayed 6 minutes due to an operational problem.
2012-05-24 14:08:00,operational problem,5,red,A Shady Grove-bound Red Line train at Brookland-CUA was delayed 5 minutes due to an operational problem.
2012-05-24 14:52:00,operational problem,8,blue,A Franconia-Springfield-bound Blue Line train at Reagan National Airport was delayed 8 minutes due to an operational problem.
2012-05-24 14:59:00,door problem,5,blue,A Franconia-Springfield-bound Blue Line train at Morgan Blvd was delayed 5 minutes due to door problem.
2012-05-24 15:29:00,track problem,6,yellow,A Greenbelt-bound Yellow Line train at College Park-U of MD was offloaded due to a track problem. Customers experienced a 6-minute delay.
2012-05-24 15:51:00,track problem,4,orange,A Vienna-bound Orange Line train at Stadium-Armory was delayed 4 minutes due to a track problem.
2012-05-24 16:16:00,did not operate,6,yellow,"A Huntington-bound Yellow Line train at Mt Vernon Sq did not operate, resulting in a 6-minute gap in service."
2012-05-24 16:32:00,expressed,0,red,A Glenmont-bound Red Line train at Takoma was expressed for schedule adherence/improved train spacing.
2012-05-24 16:30:00,track problem,4,blue,A Franconia-Springfield-bound Blue Line train at Largo Town Center was delayed 4 minutes due to a track problem.
2012-05-24 16:34:00,operational problem,6,green,A Branch Ave-bound Green Line train at Columbia Heights was delayed 6 minutes due to an operational problem.
2012-05-24 16:53:00,expressed,0,green,A Branch Ave-bound Green Line train at Waterfront was expressed for schedule adherence/improved train spacing.
2012-05-24 17:57:00,door problem,6,red,A Shady Grove-bound Red Line train at Forest Glen was delayed 6 minutes due to a door problem.
2012-05-23 06:45:00,signal problem,4,yellow,A Huntington-bound Yellow Line train at Pentagon was delayed 4 minutes due to a signal problem.
2012-05-23 07:01:00,door problem,6,yellow,A Mt. Vernon Sq-bound Yellow Line train at Archives was offloaded due to a door problem. Customers experienced a 6-minute delay.
2012-05-23 08:08:00,expressed,0,blue,A Largo Town Center-bound Blue Line train at Arlington Cemetery was expressed for schedule adherence/improved train spacing.
2012-05-23 08:52:00,operational problem,5,red,A Shady Grove-bound Red Line train at Fort Totten was delayed 5 minutes due to an operational problem.
2012-05-23 11:33:00,misc,5,blue,A Franconia-Springfield-bound Blue Line train at Largo Town Center was delayed 5 minutes due to police activity.
2012-05-23 13:02:00,misc,6,red,A Glenmont-bound Red Line train at Gallery Place was offloaded due to reported smoke. Customers experienced a 6-minute delay.
2012-05-23 13:37:00,operational problem,4,red,A Shady Grove-bound Red Line train at Silver Spring was delayed 4 minutes due to an operational problem.
2012-05-23 15:40:00,equipment problem,4,red,A Shady Grove-bound Red Line train at Rhode Island Ave was offloaded due to an equipment problem. Customers experienced a 4-minute delay.
2012-05-23 15:44:00,door problem,5,yellow,A Fort Totten-bound Yellow Line train at Huntington was delayed 5 minutes due to a door problem.
2012-05-23 16:39:00,equipment problem,4,red,A Shady Grove-bound Red Line train at Grosvenor was offloaded due to an equipment problem. Customers experienced a 4-minute delay.
2012-05-23 17:16:00,expressed,0,blue,A Franconia-Springfield-bound Blue Line train at Van Dorn was expressed for schedule adherence/improved train spacing.
2012-05-23 17:31:00,expressed,0,blue,A Largo Town Center-bound Blue Line train at Capitol Heights was expressed for schedule adherence/improved train spacing.
2012-05-23 17:45:00,expressed,0,green,A Branch Avenue-bound Green Line train at Waterfront was expressed for schedule adherence/improved train spacing.
2012-05-23 17:53:00,door problem,7,green,A Branch Avenue-bound Green Line train at Waterfront was offloaded due to a door problem. Customers experienced a 7-minute delay.
2012-05-23 18:07:00,misc,4,orange,A Vienna-bound Orange Line train at Potomac Avenue was delayed 4 minutes due to police activity.
2012-05-23 19:42:00,misc,5,green,A Branch Avenue-bound Green Line train at Anacostia was delayed 5 minutes due to an arcing 3rd rail insulator.
2012-05-22 06:19:00,did not operate,4,green,"A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 4-minute gap in service."
2012-05-22 06:19:00,did not operate,6,blue,"A Franconia-Springfield-bound Blue Line train at King Street did not operate, resulting in a 6-minute gap in service."
2012-05-22 06:31:00,did not operate,6,blue,"A Franconia-Springfield-bound Blue Line train at King Street did not operate, resulting in a 6-minute gap in service."
2012-05-22 06:43:00,did not operate,6,blue,"A Franconia-Springfield-bound Blue Line train at King Street did not operate, resulting in a 6-minute gap in service."
2012-05-22 06:55:00,did not operate,6,blue,"A Franconia-Springfield-bound Blue Line train at King Street did not operate, resulting in a 6-minute gap in service."
2012-05-22 07:35:00,expressed,0,blue,A Largo Town Center-bound Blue Line train at Capitol Heights was expressed for schedule adherence/improved train spacing.
2012-05-22 07:40:00,expressed,0,blue,A Largo Town Center-bound Blue Line train at Morgan Boulevard was expressed for schedule adherence/improved train spacing.
2012-05-22 08:00:00,did not operate,6,orange,"A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service."
2012-05-22 08:06:00,door problem,9,orange,A New Carrollton-bound Orange Line train at Ballston was offloaded due to a door problem. Customers experienced a 9-minute delay.
2012-05-22 08:20:00,misc,4,red,A Glenmont-bound Red Line train at Woodley Park was delayed 4 minutes due to a report of smoke. Operator investigation found nothing.
2012-05-22 08:49:00,misc,6,red,A Glenmont-bound Red Line train at Van Ness was delayed 6 minutes due to a sick customer.
2012-05-22 09:31:00,did not operate,5,orange,"A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 5-minute gap in service."
2012-05-22 10:04:00,signal problem,20,red,A signal problem was reported between White Flint and Twinbrook. Shady Grove-bound Red Line trains experienced 10-20 minute delays until approximately 11:45 a.m.
2012-05-22 11:46:00,operational problem,8,red,A Shady Grove-bound Red Line train at Union Station was delayed 8 minutes due to an operational problem.
2012-05-22 13:22:00,door problem,5,yellow,A Huntington-bound Yellow Line train at Fort Totten was delayed 5 minutes due to customers holding the doors.
2012-05-22 15:23:00,signal problem,9,red,A Glenmont-bound Red Line train at Brookland was delayed 9 minutes due to a signal problem. Several Red Line trains experienced delays in the Glenmont direction until approximately 7:30 p.m.
2012-05-22 15:54:00,equipment problem,13,red,A Shady Grove-bound Red Line train at Union Station was offloaded due to an equipment problem. Customers experienced a 13-minute delay.
2012-05-22 16:25:00,expressed,0,blue,A Largo Town Center-bound Blue Line train at Arlington Cemetery was expressed for schedule adherence/improved train spacing.
2012-05-22 16:54:00,did not operate,4,orange,"A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 4-minute gap in service."
2012-05-22 16:54:00,operational problem,4,green,A Branch Avenue-bound Green Line train at Mt. Vernon Square was delayed 4 minutes due to an operational problem.
2012-05-22 17:08:00,expressed,0,green,A Branch Avenue-bound Green Line train at Congress Heights was expressed for schedule adherence/improved train spacing.
2012-05-22 17:17:00,track problem,20,red,A Glenmont-bound Red Line train at Tenleytown was offloaded due to a sick customer. Red Line trains single tracked between Friendship Heights and Van Ness resulting in 10-20 minute delays until approximately 6:00 p.m.
2012-05-22 17:43:00,door problem,6,green,A Greenbelt-bound Green Line train at Navy Yard was offloaded due to a door problem. Customers experienced a 6-minute delay.
2012-05-22 17:44:00,door problem,5,blue,A Largo Town Center-bound Blue Line train at King Street was delayed 5 minutes due to a door problem.
2012-05-22 17:50:00,operational problem,5,yellow,A Mt. Vernon Sq-bound Yellow Line train at Huntington was delayed 5 minutes due to an operational problem.
2012-05-22 17:49:00,door problem,6,orange,A New Carrollton-bound Orange Line train at Federal Center was delayed 6 minutes due to a door problem.
2012-05-22 18:39:00,operational problem,12,red,A Glenmont-bound Red Line train at Grosvenor was delayed 12 minutes due to an operational problem.
2012-05-22 18:48:00,brake problem,6,orange,A New Carrollton-bound Orange Line train at Federal Center was offloaded due to a brake problem. Customers experienced a 6-minute delay.
2012-05-22 19:48:00,misc,5,orange,A New Carrollton-bound Orange Line train at Rosslyn was delayed 5 minutes due to a reported lost item.
2012-05-22 20:54:00,operational problem,6,blue,A Largo Town Center-bound Blue Line train at Stadium Armory was delayed 6 minutes due to an operational problem.
2012-05-22 21:31:00,door problem,13,yellow,A Fort Totten-bound Yellow Line train at National Airport was offloaded due to a door problem. Customers experienced a 13-minute delay.
2012-05-21 05:47:00,signal problem,6,red,A Glenmont-bound Red Line train at Friendship Heights was delayed 6 minutes due to a signal problem.
2012-05-21 07:04:00,did not operate,6,blue,"A Largo Town Center-bound Blue Line train at Franconia-Springfield did not operate, resulting in a 6-minute gap in service."
2012-05-21 07:11:00,equipment problem,6,red,A Shady Grove-bound Red Line train at Takoma was offloaded due to an equipment problem. Customers experienced a 6-minute delay.
2012-05-21 07:46:00,door problem,6,orange,A New Carrollton-bound Orange Line train at West Falls Church was offloaded due to a door problem. Customers experienced a 6-minute delay.
2012-05-21 07:49:00,door problem,9,orange,A Vienna-bound Orange Line train at Rosslyn was offloaded due to a door problem. Customers experienced a 9-minute delay.
2012-05-21 08:16:00,misc,4,orange,A Vienna-bound Orange Line train at McPherson Square was delayed 4 minutes due to a sick customer.
2012-05-21 08:21:00,did not operate,6,yellow,"A Mt. Vernon Sq-bound Yellow Line train at Huntington did not operate, resulting in a 6-minute gap in service."
2012-05-21 08:39:00,operational problem,6,red,A Glenmont-bound Red Line train at Gallery Place was delayed 6 minutes due to an operational problem.
2012-05-21 08:45:00,expressed,0,orange,A New Carrollton-bound Orange Line train at Deanwood was expressed for schedule adherence/improved train spacing.
2012-05-21 08:48:00,expressed,0,orange,A New Carrollton-bound Orange Line train at Landover was expressed for schedule adherence/improved train spacing.
2012-05-21 08:49:00,operational problem,5,orange,A Vienna-bound Orange Line train at New Carrollton was delayed 5 minutes due to an operational problem.
2012-05-21 10:09:00,brake problem,10,orange,A Vienna-bound Orange Line train at Farragut West was offloaded due to a brake problem. Customers experienced a 10-minute delay.
2012-05-21 15:50:00,track problem,20,red,A smoking 3rd rail insulator was reported near Medical Center. Red Line trains single tracked between Medical Center and Friendship Heights until approximately 5:30 p.m. resulting in 10-20 minute delays for customers.
2012-05-21 15:35:00,misc,8,green,A Branch Avenue-bound Green Line train at Shaw-Howard University was delayed 8 minutes due to police activity.
2012-05-21 16:48:00,door problem,7,orange,A New Carrollton-bound Orange Line train at Rosslyn was offloaded due to a door problem. Customers experienced a 7-minute delay.
2012-05-21 17:36:00,did not operate,6,blue,"A Franconia-Springfield-bound Blue Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service."
2012-05-21 17:49:00,equipment problem,4,red,A Glenmont-bound Red Line train at Gallery Place was offloaded due to an equipment problem. Customers experienced a 4-minute delay.
2012-05-21 18:22:00,brake problem,15,blue,A Franconia-Springfield-bound Blue Line train at Farragut West was offloaded due to a brake problem. Several Blue and Orange Line trains single tracked around the disabled train causing 10-15 minute delays for customers.
2012-05-20 07:09:00,signal problem,5,orange,A Vienna-bound Orange Line train at Eastern Market was delayed 5 minutes due to a signal problem.
2012-05-20 07:10:00,misc,9,yellow,A Huntington-bound Yellow Line train at Mt. Vernon Square was delayed 9 minutes due to a late station opening.
2012-05-19 02:53:00,door problem,5,red,A Shady Grove-bound Red Line train at Silver Spring was delayed 5 minutes due to a door problem.
2012-05-19 07:00:00,operational problem,6,green,A Branch Avenue-bound Green Line train at Greenbelt was delayed 6 minutes due to an operational problem.
2012-05-19 07:48:00,brake problem,13,blue,A Largo Town Center-bound Blue Line train at Potomac Avenue was offloaded due to a brake problem. Customers experienced a 13-minute delay.
2012-05-19 08:05:00,did not operate,9,green,"A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 9-minute gap in service."
2012-05-19 10:42:00,brake problem,15,blue,A Franconia-Springfield-bound Blue Line train at Eastern Market was offloaded due to a brake problem. Customers experienced a 15-minute delay.
2012-05-19 11:35:00,operational problem,6,blue,A Largo Town Center-bound Blue Line train at Franconia-Springfield was delayed 6 minutes due to an operational problem.
2012-05-19 14:25:00,track problem,18,,Local fire department responded to a report of smoke at Wheaton Station. Trains were single tracked between Wheaton and Takoma until approximately 3:00 p.m. The station was closed for approximately 18 minutes. Several trains were delayed as a result.
2012-05-19 15:00:00,brake problem,12,blue,A Largo Town Center-bound Blue Line train at King Street was offloaded due to a brake problem. Customers experienced a 12-minute delay.
2012-05-19 16:03:00,signal problem,4,blue,A Franconia-Springfield-bound Blue Line train at Stadium Armory was delayed 4 minutes due to a signal problem.
2012-05-19 17:14:00,brake problem,4,red,A Glenmont-bound Red Line train at Union Station was offloaded due to a brake problem. Customers experienced a 4-minute delay.
2012-05-19 17:40:00,door problem,14,blue,A Largo Town Center-bound Blue Line train at Farragut West was offloaded due to a door problem. Customers experienced a 14-minute delay.
2012-05-19 20:15:00,equipment problem,8,blue,A Franconia-Springfield-bound Blue Line train at Smithsonian was delayed 8 minutes due to an equipment problem.
2012-05-18 05:22:00,misc,8,orange,A New Carrollton-bound Orange Line train at Rosslyn was delayed 8 minutes due to a water main break that delayed the station opening.
2012-05-18 05:25:00,equipment problem,8,blue,A Largo Town Center-bound Blue Line train at Metro Center was delayed 8 minutes due to delayed track equipment movement.
2012-05-18 06:06:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service."
2012-05-18 06:17:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service."
2012-05-18 07:52:00,brake problem,4,green,A Branch Avenue-bound Green Line train at Greenbelt was offloaded due to a brake problem. Customers experienced a 4-minute delay.
2012-05-18 08:10:00,expressed,0,green,A Greenbelt-bound Green Line train at West Hyattsville was expressed for schedule adherence/improved train spacing.
2012-05-18 08:14:00,expressed,0,green,A Greenbelt-bound Green Line train at College Park was expressed for schedule adherence/improved train spacing.
2012-05-18 08:28:00,door problem,6,red,A Shady Grove-bound Red Line train at Gallery Place was offloaded due to a door problem. Customers experienced a 6-minute delay.
2012-05-18 09:04:00,track problem,5,orange,A New Carrollton-bound Orange Line train at Courthouse was offloaded and used for a track inspection due to reported smoke. Customers experienced a 5-minute delay.
2012-05-18 13:00:00,door problem,4,blue,A Franconia-Springfield-bound Blue Line train at Rosslyn was delayed 4 minutes due to a door problem.
2012-05-18 14:55:00,misc,5,orange,A Vienna-bound Orange Line train at Smithsonian was delayed 5 minutes due to a disabled train.
2012-05-18 15:22:00,misc,6,red,A Glenmont-bound Red Line train at Gallery Place was delayed 6 minutes due to a report of smoke.
2012-05-18 16:30:00,door problem,6,green,A Greenbelt-bound Green Line train at Branch Avenue was delayed 6 minutes due to a door problem.
2012-05-18 16:45:00,equipment problem,6,red,A Glenmont-bound Red Line train at New York Avenue was offloaded due to an equipment problem. Customers experienced a 6-minute delay.
2012-05-18 18:18:00,did not operate,6,orange,"A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service."
2012-05-18 18:31:00,expressed,0,red,A Shady Grove-bound Red Line train at Bethesda was expressed for schedule adherence/improved train spacing.
2012-05-18 18:41:00,expressed,0,red,A Shady Grove-bound Red Line train at Twinbrook was expressed for schedule adherence/improved train spacing.
2012-05-18 20:03:00,expressed,0,red,A Shady Grove-bound Red Line train at Twinbrook was expressed for schedule adherence/improved train spacing.
2012-05-18 20:57:00,door problem,12,orange,A Vienna-bound Orange Line train at West Falls Church was offloaded due to a door problem. Customers experienced a 12-minute delay.
2012-05-18 23:07:00,operational problem,3,green,A Branch Avenue-bound Green Line train at Southern Avenue was delayed 3 minutes due to an operational problem.
2012-05-17 05:06:00,signal problem,6,blue,A Franconia-Springfield-bound Blue Line train at Largo Town Center was delayed 6 minutes due to a signal problem.
2012-05-17 05:18:00,signal problem,8,blue,A Franconia-Springfield-bound Blue Line train at Largo Town Center was delayed 8 minutes due to a signal problem.
2012-05-17 06:40:00,did not operate,6,green,"A Branch Ave-bound Green Line at Greenbelt train did not operate, resulting in a 6-minute gap in service."
2012-05-17 08:42:00,door problem,8,blue,A Largo Town Center-bound Blue Line train at Foggy Bottom-GWU was delayed 8 minutes due to a door problem.
2012-05-17 12:58:00,track problem,10,red,A Glenmont-bound Red Line train at Takoma was delayed due to single-tracking around a track problem. Customers experienced a 10 minute delay.
2012-05-17 16:21:00,door problem,4,green,A Greenbelt-bound Green Line train at Southern Avenue was delayed 4 minutes due to a door problem.
2012-05-17 16:42:00,door problem,8,blue,A Franconia-Springfield-bound Blue Line train at Largo Town Center was delayed 8 minutes due to a door problem.
2012-05-17 16:55:00,equipment problem,8,red,A Glenmont-bound Red Line train at Fort Totten was offloaded due to an equipment problem. Customers experienced an 8-minute delay.
2012-05-17 17:09:00,equipment problem,12,red,A Silver Spring-bound Red Line train at Tenleytown-AU was offloaded due to an equipment problem. Customers experienced a 12-minute delay.
2012-05-17 17:20:00,misc,8,orange,A Vienna-bound Orange Line train at East Falls Church was delayed 8 minutes due to a smoldering crosstie.
2012-05-17 17:35:00,brake problem,9,blue,A Largo-bound Blue Line train at Pentagon was offloaded due to a brake problem. Customers experienced a 9-minute delay.
2012-05-17 17:41:00,misc,7,orange,A New Carrollton-bound Orange Line train was reblocked to Largo Town Center for schedule adjustment. Customers experienced a 7-minute delay.
2012-05-17 18:45:00,misc,16,green,A Greenbelt-bound Green Line train at West Hyattsville was delayed 16 minutes due to a sick customer.
2012-05-17 19:29:00,brake problem,31,red,A Shady Grove-bound Red Line train at Metro Center was offloaded due to a brake problem. Single-tracking occurred around the train and customers aboard the disabled train experienced a 31-minute delay.
2012-05-16 06:31:00,did not operate,6,blue,"A Largo Town Center-bound Blue Line train at King Street did not operate, resulting in a 6-minute gap in service."
2012-05-16 06:43:00,did not operate,6,blue,"A Largo Town Center-bound Blue Line train at King Street did not operate, resulting in a 6-minute gap in service."
2012-05-16 06:55:00,did not operate,6,blue,"A Largo Town Center-bound Blue Line train at King Street did not operate, resulting in a 6-minute gap in service."
2012-05-16 08:19:00,expressed,0,blue,A Largo Town Center-bound Blue Line train at Capitol Heights was expressed for schedule adherence/improved train spacing.
2012-05-16 08:32:00,expressed,0,blue,A Largo Town Center-bound Blue Line train at Morgan Boulevard was expressed for schedule adherence/improved train spacing.
2012-05-16 10:10:00,equipment problem,6,red,A Shady Grove-bound Red Line train at Dupont Circle was offloaded due to an equipment problem. Customers experienced a 6-minute delay.
2012-05-16 13:01:00,track problem,25,blue,"A track fastener problem was reported near Smithsonian. Blue and Orange Line trains were single tracked between McPherson Square and Federal Center SW until approximately 2:30 p.m. Between 1:00 and 2:45p.m., trains experienced delays of 10-25 minutes."
2012-05-16 15:25:00,did not operate,6,yellow,"A Mt. Vernon Sq-bound Yellow Line train at King Street did not operate, resulting in a 6-minute gap in service."
2012-05-16 15:39:00,did not operate,6,blue,"A Largo Town Center-bound Blue Line train at Franconia-Springfield did not operate, resulting in a 6-minute gap in service."
2012-05-16 15:51:00,expressed,0,orange,A Vienna-bound Orange Line train at Court House was expressed for schedule adherence/improved train spacing.
2012-05-16 15:51:00,did not operate,6,blue,"A Largo Town Center-bound Blue Line train at Franconia-Springfield did not operate, resulting in a 6-minute gap in service."
2012-05-16 15:53:00,operational problem,5,orange,A New Carrollton-bound Orange Line train at Stadium Armory was delayed 5 minutes due to an operational problem.
2012-05-16 15:56:00,did not operate,6,yellow,"A Mt. Vernon Sq-bound Yellow Line train at Huntington did not operate, resulting in a 6-minute gap in service."
2012-05-16 16:08:00,did not operate,6,yellow,"A Mt. Vernon Sq-bound Yellow Line train at Huntington did not operate, resulting in a 6-minute gap in service."
2012-05-16 16:32:00,equipment problem,4,green,A Greenbelt-bound Green Line train at Branch Avenue was delayed 4 minutes due to an equipment problem.
2012-05-16 16:46:00,did not operate,6,yellow,"A Huntington-bound Yellow Line train at Mt. Vernon Square did not operate, resulting in a 6-minute gap in service."
2012-05-16 16:51:00,misc,4,red,A Glenmont-bound Red Line train at Fort Totten was delayed 4 minutes due to a sick customer.
2012-05-16 16:54:00,did not operate,4,orange,"A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 4-minute gap in service."
2012-05-16 17:02:00,expressed,0,green,A Greenbelt-bound Green Line train at West Hyattsville was expressed for schedule adherence/improved train spacing.
2012-05-16 17:18:00,equipment problem,8,red,A Glenmont-bound Red Line train at Farragut North was offloaded due to an equipment problem. Customers experienced an 8-minute delay.
2012-05-16 17:52:00,operational problem,6,orange,A New Carrollton-bound Orange Line train at Federal Triangle was offloaded due to an operational problem. Customers experienced a 6-minute delay.
2012-05-16 18:00:00,operational problem,4,yellow,A Mt. Vernon Sq-bound Yellow Line train at National Airport was delayed 4 minutes due to an operational problem.
2012-05-16 18:10:00,misc,9,blue,A Largo Town Center-bound Blue Line train at King Street was delayed 9 minutes due to a reported sick customer who was sleeping.
2012-05-16 18:16:00,did not operate,6,yellow,"A Huntington-bound Yellow Line train at did not operate, resulting in a 6-minute gap in service."
2012-05-16 19:35:00,misc,22,yellow,A Huntington-bound Yellow Line train at Shaw-Howard was delayed 22 minutes due to a switch problem. Another Huntington-bound Yellow Line train and a Branch Avenue-bound Green Line train were also delayed as a result.
2012-05-16 20:09:00,door problem,12,blue,A Franconia-Springfield-bound Blue Line train at Addison Road was offloaded due to a door problem. Customers experienced a 12-minute delay.
2012-05-16 20:17:00,equipment problem,9,red,A Glenmont-bound Red Line train at Cleveland Park was offloaded due to an equipment problem. Customers experienced a 9-minute delay.
2012-05-16 20:53:00,operational problem,15,blue,A Huntington-bound Yellow Line train at Pentagon was delayed 15 minutes due to an operational problem. A Franconia-Springfield-bound Blue Line train was delayed behind the Yellow Line Train.
2012-05-16 21:06:00,operational problem,7,red,A Shady Grove-bound Red Line train at Glenmont was delayed 7 minutes due to an operational problem.
2012-05-16 21:42:00,door problem,4,green,A Branch Avenue-bound Green Line train at L’Enfant Plaza was delayed 4 minutes due to a door problem.
2012-05-15 05:27:00,track problem,20,red,"A 3rd rail problem was reported near Medical Center. Red Line trains were single tracked between Grosvenor and Medical Center until approximately 8:00 a.m. Between 6:45 a.m. and 8:00 a.m., trains experienced delays of 10-20 minutes. Residual delays were cleared by 8:30 a.m."
2012-05-15 08:06:00,expressed,0,green,A Branch Avenue-bound Green Line train at Southern Avenue was expressed for schedule adherence/improved train spacing.
2012-05-15 08:12:00,expressed,0,yellow,A Huntington-bound Yellow Line train at King Street was expressed for schedule adherence/improved train spacing.
2012-05-15 08:49:00,door problem,14,red,A Shady Grove-bound Red Line train at Van Ness was offloaded due to a door problem (uncommanded door opening). Customers experienced a 14-minute delay.
2012-05-15 10:44:00,brake problem,6,red,A Glenmont-bound Red Line train at Dupont Circle was offloaded due to a brake problem. Customers experienced a 6-minute delay.
2012-05-15 12:45:00,door problem,7,green,A Branch Avenue-bound Green Line train at Gallery Place was delayed 7 minutes due to a door problem.
2012-05-15 15:12:00,door problem,5,orange,A New Carrollton-bound Orange Line train at McPherson Square was delayed 5 minutes due to a door problem.
2012-05-15 15:33:00,equipment problem,7,orange,A Vienna-bound Orange Line train at Court House was offloaded due to an equipment problem. Customers experienced a 7-minute delay.
2012-05-15 16:12:00,operational problem,7,orange,A Vienna-bound Orange Line train at Metro Center was delayed 7 minutes due to an operational problem.
2012-05-15 16:24:00,expressed,0,orange,A Vienna-bound Orange Line train at Clarendon was expressed for schedule adherence/improved train spacing.
2012-05-15 16:39:00,operational problem,5,red,A Shady Grove-bound Red Line train at Takoma was delayed 5 minutes due to an operational problem.
2012-05-15 17:04:00,misc,4,yellow,A Huntington-bound Yellow Line train at Mt. Vernon Square was delayed 4 minutes due to residual delays from baseball crowds.
2012-05-15 17:42:00,equipment problem,10,orange,A New Carrollton-bound Orange Line train at Clarendon was offloaded due to an equipment problem. Customers experienced a 10-minute delay.
2012-05-15 17:50:00,expressed,0,blue,A Largo Town Center-bound Blue Line train at Rosslyn was rerouted to New Carrollton for schedule adherence/improved train spacing. Customers experienced a 6-minute gap in service.
2012-05-15 18:07:00,did not operate,6,red,"A Shady Grove-bound Red Line train at Glenmont did not operate, resulting in a 6-minute gap in service."
2012-05-14 06:40:00,equipment problem,8,green,A Greenbelt-bound Green Line train at Fort Totten was offloaded due to an equipment problem. Customers experienced an 8-minute delay. A Branch Avenue-bound Green Line train was delayed 5 minutes behind the Green Line train.
2012-05-14 07:01:00,did not operate,6,blue,"A Franconia-Springfield-bound Blue Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service."
2012-05-14 07:12:00,did not operate,6,orange,"A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service."
2012-05-14 07:28:00,did not operate,6,blue,"A Largo Town Center-bound Blue Line train at Franconia-Springfield did not operate, resulting in a 6-minute gap in service."
2012-05-14 07:45:00,door problem,5,orange,A New Carrollton-bound Orange Line train at West Falls Church was delayed 5 minutes due to a door problem.
2012-05-14 08:21:00,equipment problem,9,red,A Glenmont-bound Red Line train at Woodley Park Zoo was offloaded due to an equipment problem. Customers experienced a 9-minute delay.
2012-05-14 08:21:00,expressed,0,blue,A Vienna-bound Orange Line train at McPherson Square was offloaded due to a sick customer. Customers experienced a 20-minute delay. A Largo Town Center-bound Blue Line train at Foggy Bottom was turned for schedule adherence/improved train spacing behind the Orange Line train.
2012-05-14 09:11:00,did not operate,7,blue,"A Largo Town Center-bound Blue Line train at Franconia-Springfield did not operate, resulting in a 7-minute gap in service."
2012-05-14 09:21:00,brake problem,41,red,A Shady Grove-bound Red Line train at Fort Totten was offloaded due to a brake problem. Customers experienced a 41-minute delay. Several other Red Line trains were single tracked around the disabled train.
2012-05-14 11:21:00,brake problem,12,orange,A Vienna-bound Orange Line train at Eastern Market was offloaded due to a brake problem. Customers experienced a 12-minute delay.
2012-05-14 13:43:00,operational problem,8,blue,A Franconia-Springfield-bound Blue Line train at Rosslyn was delayed 8 minutes due to an operational problem.
2012-05-14 15:28:00,door problem,6,red,A Glenmont-bound Red Line train at Rhode Island Avenue was offloaded due to a door problem. Customers experienced a 6-minute delay.
2012-05-14 16:21:00,brake problem,12,blue,A Franconia-Springfield-bound Blue Line train at Van Dorn Street was offloaded due to a brake problem. Customers experienced a 12-minute delay.
2012-05-14 16:26:00,expressed,0,blue,A Largo Town Center-bound Blue Line train at Capitol Heights was expressed for schedule adherence/improved train spacing.
2012-05-14 16:33:00,did not operate,6,blue,"A Largo Town Center-bound Blue Line train at Franconia-Springfield did not operate, resulting in a 6-minute gap in service."
2012-05-14 16:40:00,expressed,0,orange,A Vienna-bound Orange Line train at Court House was expressed for schedule adherence/improved train spacing.
2012-05-14 17:35:00,operational problem,5,red,A Shady Grove-bound Red Line train at Dupont Circle was delayed 5 minutes due to an operational problem.
2012-05-14 18:14:00,expressed,0,blue,A Largo Town Center-bound Blue Line train at Morgan Boulevard was expressed for schedule adherence/improved train spacing.
2012-05-14 18:34:00,expressed,0,green,A Branch Avenue-bound Green Line train at Naylor Road was expressed for schedule adherence/improved train spacing.
2012-05-13 09:50:00,door problem,7,green,A Greenbelt-bound Green Line train at Prince Georges Plaza was delayed 7 minutes due to a door problem.
